L1,L2,L3
50.755903135041,138.79938625580948,120.49194183457905
67.70165492899618,89.47713571777179,125.58430394636974
56.47079797707098,122.53008051125859,124.17768390895205
37.258723510166995,124.1158452543957,122.87825718359278
57.77261713566327,114.6586953849187,138.25424272474672
63.4276792543755,126.55994759095775,122.32343297351466
52.57605823308154,130.99668276185193,103.91999478776604
71.56708442577359,93.22266542778488,120.83828771561033
53.850744524670496,112.51664582253734,139.3705560155464
52.96971226943062,91.68815480785125,101.17174762325435
73.40348111127558,84.90693219164132,119.48032647361364
55.25498077729413,130.50085921565332,107.70148904934099
65.17896173065755,86.84657846484417,112.71166884509542
55.66450853486786,121.94752079358025,104.1012751874946
54.744725121420004,120.47004608588396,119.93772764702896
49.670080693837974,87.3454123915241,117.43292622344254
54.008950527359914,116.72221039084164,130.33041404345005
55.712984772236055,102.67559174705248,103.11872451597188
39.414297132317635,134.54487159529035,136.16224887970313
55.82546589910066,141.0633332858001,112.79596384088478
44.74040538077311,110.93872155876905,99.44306811362253
66.07165725622193,75.59114565279071,93.62627765310113
54.29671322166833,100.38916290092911,132.31760313777295
71.06747659045635,80.25506605190358,83.78394701012635
39.709640490966265,103.65411246312945,128.02669729349324
59.556176671770366,125.71810535697134,99.0978806168105
59.708303400836826,102.05545097962904,121.9696884434069
68.66589081216172,110.04836534548198,106.61498204257943
59.908884583337326,122.4560948165843,152.97608863939183
45.827723459129395,107.3245658343233,119.38967310206826
57.522522482092825,107.66034267158282,97.90756238041797
62.67151428279069,132.2423059199935,98.37417070367545
67.53186711052672,123.9215235152991,92.44607526780382
71.27664816968662,104.30313120056002,103.50309971813738
62.01713941150465,105.80554930894795,142.59360957211507
56.96784178544134,107.12614972881286,126.69138461242758
43.35785839988732,119.69338239607868,116.74997021539163
57.92759936940015,109.80909082990104,123.94782287542668
60.8325915655758,144.20106423833687,151.16258567454489
49.98433420806731,90.83454946653978,125.86178285064875
47.554929405029576,111.30208981122713,72.77662966181228
64.17412374241412,116.75371705206528,123.71685672338155
60.19123624972365,148.48590727359502,128.8781584009144
49.608900840452925,88.84657072269694,129.5921395801096
48.22343039770679,111.38025621196124,109.93729094692313
40.79622728771919,122.13425361794293,122.14546944915489
71.49379284974525,116.3587253301785,138.4894013070953
67.32358042220291,108.49987385450879,108.49149225063626
48.90831786633771,134.33104057005207,71.84640950037877
53.092570437484625,94.78254499503073,117.85321220486732
58.42426984745718,109.39034890241336,106.62581567792346
65.28397035294799,102.26540815555431,107.15353365384796
54.262250314125296,117.44961018398536,93.24820321867973
37.20941828916519,113.49932987542432,108.68458120722686
45.00984579623536,116.82885823608387,71.08309082232589
50.444369428217875,96.93079255709475,118.95134995079593
62.43238874471287,112.56643398105604,125.52111519449926
55.928242319487666,122.60339365410546,123.78945613480457
62.37146838068294,120.03723593450454,122.66337445027791
65.97640808973196,127.73081646512048,130.00789117412512
51.377604203887344,117.54835856678126,77.99237814778118
39.409074741685785,82.69370460144724,120.13443251957277
61.965613170053985,113.10471680318362,129.60138211979825
50.06272539584283,131.1710130733806,92.04123771428463
40.43838278237731,110.54003539744551,116.32816145736072
34.95093207894615,99.04988843872323,123.15820744263368
47.928646256530484,120.26769685849554,118.45098622743808
47.60167700399536,118.85097667467932,111.23912425421683
52.077388083953025,105.16645963080514,143.56814165708647
58.61012700832739,158.22564231731062,84.06482116851393
50.80067617597568,118.67046312733035,170.77497438045555
51.9026823433267,121.0864156273121,99.60383962688226
58.787025833859126,149.38832317414776,117.47615546374162
47.25414795137789,112.47992505726145,154.52225641422658
60.93460366659883,132.14331451244385,123.00705849377428
51.304808664685105,101.63853506690059,132.17724280895177
53.10605849224647,82.84240122934766,110.82195409909414
82.33675309266172,89.97323181644883,131.806449564055
57.55484177090649,133.6527885167118,79.41928098193253
51.54066277693119,70.41410077670842,97.14127761347079
56.434936410686184,92.18989005059801,124.86460596808377
72.6848954525109,123.34986148207352,141.8499203175151
59.15362805970403,91.88008965016317,149.41694921766063
52.40168033704556,109.7396449505266,96.73347918183228
60.98484422170345,143.02923947645905,94.27615566179466
40.276389812809924,138.2972845218915,152.11945482463048
67.32358042220291,109.58932024494304,98.2479038565302
61.30686613291481,134.55539569612822,103.05541895589636
69.83432614586685,150.2757062784687,145.56535671663676
48.58315165049173,110.39991143516566,135.6624736120548
55.72151788662736,119.06952041162502,136.57624328461185
57.59005405302145,112.5583639381021,110.43253464966526
42.4822602591974,112.01496406260567,136.53475227198848
59.684274527334146,104.65358903437058,81.10181777672354
49.103889069657285,111.37753379916755,150.19163310247393
69.66716875553891,141.95924990255767,138.75544740928336
52.35432097862674,122.49734309394144,110.4302526197264
70.46737758523939,139.2562549169741,156.3622817169457
54.79168976363666,112.81045753902532,76.65152648531976
44.2167629183892,75.44938051351849,80.16370922574049
46.595743703621096,136.23001935018866,100.25600169192714
56.030637267725496,120.48189842772994,83.83355575876874
50.209196588610055,79.77299837258747,82.46737242051032
70.37937577442278,82.4887701783387,116.76138195726713
49.46689513707071,130.2838569272573,115.4950179607998
36.98760294545808,115.97058751427073,101.81935424067454
76.1645610755997,141.27944221578036,132.7022234634765
54.517667376257805,102.7943440053787,128.2894788451776
63.31443999594218,73.13323961153726,105.66335196484269
59.28013510909992,140.8344918272392,153.14043865234578
79.46580010289132,101.69092499429857,97.16726374812663
52.872245375412064,134.20390185893774,125.87067568944099
39.209483895912534,103.60985908843782,117.51054954563224
44.14504047315241,108.86343121467434,74.61696240025319
73.74578397373782,134.08696114099587,105.75528342368733
52.541614069853935,107.74434456128148,133.6771651008843
64.48179655448973,74.00976483593631,122.79791579092183
55.28174805777469,110.91673867433735,132.6162624671419
58.1469897849027,68.21785568103843,110.83172618378669
54.393091063723176,147.17339470016503,152.42345983011913
45.24943107664436,108.64338995890664,119.92352719972295
39.76114111277345,116.92933037218066,142.95758922216683
65.99940787136872,100.50867911675991,132.37834181221254
55.85816159403231,106.43098617775715,111.37134158923483
55.235719220078025,87.92194577560548,77.27611674794397
48.19035858614466,75.59916503543263,85.91768495223755
62.11931908960253,84.18859125836941,105.46386424899023
55.72151788662736,134.24889805854667,97.04221795924374
49.32494089009107,80.09635040647568,92.95665160345276
51.88507321692941,88.26744606365801,125.46535599449555
54.249936927254396,121.61938461694473,116.93382097460604
63.69324679754506,71.15575421048572,98.51139711322593
52.13407538087211,139.29827171126388,121.66102522223215
62.630260541357046,169.59338672511322,113.0044659079064
52.48138938046525,99.7889916323957,124.40101584147001
47.543421734234705,118.82209248069101,113.93067080538461
49.20146292930599,88.70629297018431,107.89567740707332
59.21310500288797,78.22167815453734,95.70536961937833
43.54038308924984,122.34075185251028,99.06037765631771
59.28647683932486,115.41655374980317,133.5857248299502
63.64986648095845,136.54035942768976,145.45253931385844
50.987383633996444,77.12584986748796,106.78580868693189
64.59472081434038,94.06867707781873,75.31889720860754
57.14186086172478,123.11481319446128,101.3854464974502
48.22797404871598,118.1042994025072,115.06191137422344
53.22176309857612,130.9845205236404,122.47855217102358
51.7435725244857,106.456124548278,124.1158452543957
55.453229124800046,85.31986851974848,93.83666992873437
52.09771918891275,102.27701740027467,140.89781432233326
35.08394919554648,114.26324337791169,108.49987385450879
74.22240335361661,159.843610300961,114.69131823755893
38.75189549645849,123.40857294794351,138.33333526835557
53.55907320636351,109.58337952727332,123.8933717246782
60.73824125776401,113.32467237065217,95.33952697253963
58.53507375613604,78.52852773654335,102.8808260792079
64.44487958906275,116.28255632080183,81.96784741480317
55.093134179842416,105.08322813970787,85.31759770745013
56.90432985696639,126.83447249244546,101.64438517498375
53.237603239251115,112.8531631688142,147.69749053615516
58.26457841204877,125.23063309082997,144.55779150287
80.7873791714258,105.8511392474132,129.12986662160722
65.44566699587625,114.3369560135044,134.42125211130517
46.60216934903422,116.49681991273249,100.12484858532002
46.41748689224092,136.439859066562,77.66783537944592
49.25569855661296,107.49298799552565,103.63430826160021
35.85962605866044,109.077557227672,76.7581526189997
52.780107475796115,118.61524049240236,91.3349199928538
37.878887508962066,73.71631483407587,95.1479864121986
57.69570863047552,144.53295644287414,133.77015217588678
59.847427364744206,140.63606522780697,99.8628351163371
64.10480903706177,108.72149563963825,99.17591754426158
60.84841922210247,88.64738378435388,122.69447228278395
64.48791556027167,111.29122903643025,104.80336067409112
65.58039628627762,79.66226911549691,90.21606290304608
59.94058856647612,81.43435770953532,89.86914904754568
61.77331838622547,116.06209950573219,84.28418046411055
57.97600656400031,141.8420607319715,125.42782770384677
37.4434773256283,101.43782969426387,89.65813640020635
52.976583038056326,116.87034136017294,116.5018348493868
38.42204341887042,101.72715587435765,114.4331979411794
34.5615527235356,107.55632590582897,106.1622175180317
51.37907581357835,141.54520121874324,129.99905123917293
71.12048225776044,105.47326086839917,138.45851472809022
58.20027799200385,85.28569936964304,110.76811340510496
63.693471077983354,122.00375649000401,128.25742809220333
69.63902988329755,118.70295990816561,68.21785568103843
53.117393266633755,78.45187484881546,109.01290764951979
61.86562100422721,105.84527879015204,102.78203449040306
50.845462497149285,95.33952697253963,111.0045261920343
72.27954308166424,101.60135235195136,92.32651085230475
50.24840770626484,119.38703934482052,136.9809937747663
44.646077472056405,104.28820008681156,110.36388833475753
65.86456586177323,108.0596175057315,68.21785568103843
67.45389828500933,87.71662770919154,128.28601903535719
66.4999860687759,126.0060116008923,120.12719627298208
67.46170384494879,124.99143282879196,142.51214504032762
55.60873033724717,131.52463630822712,108.4869920951235
49.272028293017264,117.29066996863165,110.52388221222844
54.41399517299726,76.56219462419818,82.33660302958047
67.52929103366279,106.26940482322456,113.76914409161706
59.70552804801713,108.98141249542414,118.23216074678591
58.05794820736874,150.19163310247393,79.15730283042424
57.08541134259855,112.56643398105604,116.66565879118679
48.50769116176397,112.77219691738098,94.08072069852837
57.44275785707371,121.07670788121577,117.40953100188486
38.8722770627897,83.61556204806736,116.82603804888805
43.89392110621445,129.0059886976591,80.02697827404111
60.64602943027852,135.34392222170123,125.34321723905755
48.41402028110765,133.67449009166825,143.79848374645997
40.02572063511574,125.34151483545955,164.67350618532345
45.227174735085825,92.39925884318562,75.59146640493739
58.444926010690104,100.52876954905183,106.84222625387564
42.82025366603552,107.9717671692477,115.73007623573068
61.83423433557107,119.53795134816363,110.21475269906792
60.17575275764497,115.37113359575488,166.12810609760982
52.01087442343573,92.71826060371264,143.43806225960572
38.37907630949985,99.10053080247367,83.94547119087827
60.35149146203247,93.23103820228877,142.23499948090142
51.902269027552855,128.188443149296,117.50855866774349
51.049651128093664,84.9645205183948,74.29292001105651
57.268717467273305,107.30555215077649,112.11521408942039
35.48177680932577,148.73283004884675,114.25277616136698
46.42273479395844,104.26604893777224,75.77825871898071
74.98910328182042,119.98512731658177,125.74744028299247
62.30201276729143,81.91336036760507,128.28601903535719
60.88953455232661,89.08634880177894,73.7164187600873
55.52888964938823,119.3382620766414,120.8161664561551
51.69185243496985,91.77402483273991,78.75190938853893
73.86372440056462,133.61111396901532,101.44929448472325
54.56185793216258,96.35611030081294,76.50632722824248
53.61509131674733,98.05829786875978,120.00374519834831
46.425083804066915,84.77799388150187,85.44867156685498
54.473856845064724,127.07894960495067,81.8618599629135
68.36884845139319,129.82600603501533,100.12545079168567
58.74659716797788,89.39124123118961,94.58197756318634
61.177757242267745,105.55279857140657,125.18134328503736
49.76362419999561,77.49258044485184,72.11314972121275
61.75241615862011,81.94704643544989,123.6285854720771
55.30007894887388,107.52660082303373,83.78860414023436
53.01911164624082,79.57028352249031,131.95355053687194
51.696974916229294,117.86820975599635,119.53510134375566
61.684036787370566,91.90680290503963,135.18623201335961
70.42655698947314,74.0284109427338,76.10122392520105
66.0930202393647,87.74718499616878,141.2285733280635
59.543406111769826,108.29990558941132,127.76526938534487
70.78626691605976,105.1789326338447,104.97935329519945
39.92980590068423,101.88814558881823,113.78701089807262
52.628163087666834,111.15873089854016,132.67827662349333
62.350306591350574,124.63338499466938,143.325512705134
42.31576865392662,98.93496320510738,120.22838018646216
47.77018738651243,119.6937159580471,122.0183199546313
57.36818200595086,109.72235632297443,118.20223946383959
55.26194110611422,131.33515270129604,121.42203795062008
57.84379371603852,88.92748356368696,150.27505522108797
59.40797644255544,103.90977580675003,116.9401629219466
58.93283757410818,99.3062438022054,145.75275999404252
57.866284252982126,92.8386237152159,119.93772764702896
57.57747361393457,91.50512604838457,144.45850141659537
51.66713186727904,120.60370948332135,118.52616547906248
43.156244651670946,134.2410675664965,125.74744028299247
67.67196111085062,116.49928258286948,80.74946445115447
56.570067980150554,87.97713946178379,131.73596999720064
72.28702267868209,98.64973312835242,113.54389965995016
58.88697283963637,136.53475227198848,133.84000992359756
45.92216944255893,86.71290435636939,103.98771915736768
45.086588425087335,117.96541394011138,142.02425678065305
56.921156715774906,79.97381823752926,129.20379449115399
49.32759436867452,98.4482127036679,115.7366148174536
53.56367616612364,101.00134218321003,108.32457593102143
53.57676682692398,97.89486864316197,119.74632423138968
62.2569879084203,129.08061640322984,104.2845882960552
73.66718945718159,129.93469397102078,91.4197310001066
57.862537597238116,126.2093103472709,77.50379099291698
44.46827110322157,127.91367652574829,102.52877686025445
52.920582152178575,94.34413485276554,81.32079538305535
68.03018086436049,105.8511392474132,114.5790351563282
72.72150310054734,85.97743300046243,90.4167114637615
47.44343456206725,117.59685756510389,113.7172603331076
58.900051486705586,83.07752449422162,101.78637763431298
60.242421438716924,138.45851472809022,121.33303205242015
54.43847040003438,150.89406742150436,131.54896809420947
60.27613942255829,114.37941246693029,137.67662976941713
52.69175505943471,102.97005719868054,132.11374227904705
